U_TECNICA;latitud;longitud;mercado;pais;provincia;localidad;portadoras;plan;plan general
CF01101;-34,901495;-57,967177;AMBA;Argentina;Buenos Aires;La Plata;1;Si;Expansiones 2024
CF01102;-34,728844;-58,281231;AMBA;Argentina;Buenos Aires;Quilmes;3;No;Sin Plan
CF01104;-34,752316;-58,285123;AMBA;Argentina;Buenos Aires;Quilmes;3;Carga;Sin Plan / Alta Carga
CF01105;-34,714202;-58,268832;AMBA;Argentina;Buenos Aires;Quilmes;2;No;Sin Plan
CF01107;-34,533029;-58,478342;AMBA;Argentina;Buenos Aires;Vicente López;3;Si;5G - Fase 1 (432)
CF01108;-34,478659;-58,701445;AMBA;Argentina;Buenos Aires;Malvinas Argentinas;4;Carga;Sin Plan / Alta Carga
CF01109;-34,690272;-58,574308;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Sin Plan
CF01110;-34,670097;-58,535041;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Sin Plan
CF01111;-34,466378;-58,519941;AMBA;Argentina;Buenos Aires;San Isidro;4;Si;5G - Fase 1 (432)
CF01112;-34,806079;-58,409858;AMBA;Argentina;Buenos Aires;Lomas de Zamora;4;No;Restricciones para Implementar
CF01113;-34,677281;-58,586814;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Sin Plan
CF01114;-34,672997;-58,471438;AMBA;Argentina;CABA;CABA;3;No;Sin Plan
CF01115;-34,77496;-58,183755;AMBA;Argentina;Buenos Aires;Berazategui;2;No;Sin Plan
CF01116;-34,77902;-58,22297;AMBA;Argentina;Buenos Aires;Berazategui;3;No;Sin Plan
CF01118;-34,734403;-58,38302;AMBA;Argentina;Buenos Aires;Lanús;3;No;Sin Plan
CF01119;-34,709761;-58,428094;AMBA;Argentina;Buenos Aires;Lanús;4;No;Restricciones para Implementar
CF01120;-34,722682;-58,407288;AMBA;Argentina;Buenos Aires;Lanús;2;No;Sin Plan
CF01121;-34,705439;-58,412679;AMBA;Argentina;Buenos Aires;Lanús;1;No;Sin Plan
CF01122;-34,490281;-58,727017;AMBA;Argentina;Buenos Aires;Malvinas Argentinas;4;No;Restricciones para Implementar
CF01125;-34,616791;-58,563773;AMBA;Argentina;Buenos Aires;Tres de Febrero;2;No;Sin Plan
CF01126;-34,575335;-58,596521;AMBA;Argentina;Buenos Aires;Tres de Febrero;2;No;Sin Plan
CF01127;-34,648544;-58,68797;AMBA;Argentina;Buenos Aires;Ituzaingó;1;No;Sin Plan
CF01128;-34,532298;-58,713894;AMBA;Argentina;Buenos Aires;San Miguel;3;Carga;Sin Plan / Alta Carga
CF01129;-34,603554;-58,637479;AMBA;Argentina;Buenos Aires;Hurlingham;2;Carga;Sin Plan / Alta Carga
CF01130;-34,591307;-58,63625;AMBA;Argentina;Buenos Aires;Hurlingham;2;No;Sin Plan
CF01131;-34,621761;-58,635864;AMBA;Argentina;Buenos Aires;Hurlingham;4;No;Restricciones para Implementar
CF01132;-34,596236;-58,653319;AMBA;Argentina;Buenos Aires;Hurlingham;4;No;Restricciones para Implementar
CF01133;-34,71958;-58,595731;AMBA;Argentina;Buenos Aires;La Matanza;4;No;Restricciones para Implementar
CF01135;-34,820611;-58,475361;AMBA;Argentina;Buenos Aires;Esteban Echeverría;3;No;Sin Plan
CF01136;-34,533639;-58,509362;AMBA;Argentina;Buenos Aires;Vicente López;2;No;Sin Plan
CF01137;-34,650265;-58,412221;AMBA;Argentina;CABA;CABA;4;Carga;Sin Plan / Alta Carga
CF01138;-34,385771;-58,642472;AMBA;Argentina;Buenos Aires;Tigre;4;Si;5G - Fase 1 (432)
CF01139;-34,612527;-58,490674;AMBA;Argentina;CABA;CABA;2;No;Sin Plan
CF01140;-34,659102;-58,606369;AMBA;Argentina;Buenos Aires;Morón;2;No;Sin Plan
CF01141;-34,640571;-58,520238;AMBA;Argentina;CABA;CABA;2;No;Sin Plan
CF01142;-34,625098;-58,511132;AMBA;Argentina;CABA;CABA;2;Carga;Sin Plan / Alta Carga
CF01144;-34,169591;-58,976682;AMBA;Argentina;Buenos Aires;Campana;3;Carga;Sin Plan / Alta Carga
CF01145;-34,866845;-58,503286;AMBA;Argentina;Buenos Aires;Ezeiza;3;No;Sin Plan
CF01146;-34,495947;-58,489761;AMBA;Argentina;Buenos Aires;Vicente López;4;Si;5G - Fase 1 (432)
CF01147;-34,709811;-58,732226;AMBA;Argentina;Buenos Aires;Merlo;3;No;Sin Plan
CF01148;-34,712134;-58,710058;AMBA;Argentina;Buenos Aires;Merlo;3;No;Sin Plan
CF01149;-34,665478;-58,818484;AMBA;Argentina;Buenos Aires;Moreno;2;No;Sin Plan
CF01151;-34,489238;-58,675316;AMBA;Argentina;Buenos Aires;Malvinas Argentinas;4;No;Restricciones para Implementar
CF01154;-34,582776;-58,456445;AMBA;Argentina;CABA;CABA;3;Si;5G - Fase 1 (432)
CF01159;-34,680117;-58,715441;AMBA;Argentina;Buenos Aires;Merlo;2;Carga;Sin Plan / Alta Carga
CF01161;-34,762712;-58,630835;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Sin Plan
CF01162;-34,576938;-58,684644;AMBA;Argentina;Buenos Aires;San Miguel;4;No;Restricciones para Implementar
CF01163;-34,526783;-58,572724;AMBA;Argentina;Buenos Aires;General San Martín;2;No;Sin Plan
CF01165;-34,50298;-58,53282;AMBA;Argentina;Buenos Aires;San Isidro;1;No;Sin Plan
CF01166;-34,723123;-58,577319;AMBA;Argentina;Buenos Aires;La Matanza;4;Carga;Sin Plan / Alta Carga
CF01167;-34,718974;-58,568578;AMBA;Argentina;Buenos Aires;La Matanza;4;No;Baja Definitiva
CF01170;-34,760535;-58,355374;AMBA;Argentina;Buenos Aires;Lomas de Zamora;2;No;Sin Plan
CF01172;-34,732678;-58,472632;AMBA;Argentina;Buenos Aires;Lomas de Zamora;3;Carga;Sin Plan / Alta Carga
CF01173;-34,589438;-58,551714;AMBA;Argentina;Buenos Aires;General San Martín;2;No;Sin Plan
CF01174;-34,583321;-58,540244;AMBA;Argentina;Buenos Aires;General San Martín;4;No;Restricciones para Implementar
CF01175;-34,518523;-58,536411;AMBA;Argentina;Buenos Aires;Vicente López;2;No;Sin Plan
CF01176;-34,703378;-58,773438;AMBA;Argentina;Buenos Aires;Merlo;2;No;Sin Plan
CF01177;-34,720093;-58,797774;AMBA;Argentina;Buenos Aires;Merlo;4;Carga;Sin Plan / Alta Carga
CF01178;-34,64433;-58,74094;AMBA;Argentina;Buenos Aires;Moreno;3;No;Sin Plan
CF01179;-34,70226;-58,640498;AMBA;Argentina;Buenos Aires;Morón;3;No;Sin Plan
CF01180;-34,506883;-58,677711;AMBA;Argentina;Buenos Aires;Malvinas Argentinas;4;Carga;Sin Plan / Alta Carga
CF01181;-34,461619;-58,526086;AMBA;Argentina;Buenos Aires;San Isidro;2;Si;5G - Fase 1 (432)
CF01182;-34,709398;-58,343187;AMBA;Argentina;Buenos Aires;Avellaneda;2;No;Sin Plan
CF01183;-34,73399;-58,34533;AMBA;Argentina;Buenos Aires;Lanús;3;Carga;Sin Plan / Alta Carga
CF01184;-34,736615;-58,321881;AMBA;Argentina;Buenos Aires;Quilmes;3;No;Sin Plan
CF01185;-34,602858;-58,412077;AMBA;Argentina;CABA;CABA;3;Si;5G - Fase 1 (432)
CF01186;-34,677667;-58,424381;AMBA;Argentina;Buenos Aires;Lanús;3;Carga;Sin Plan / Alta Carga
CF01187;-34,608548;-58,591871;AMBA;Argentina;Buenos Aires;Morón;2;No;Sin Plan
CF01188;-34,610361;-58,577427;AMBA;Argentina;Buenos Aires;Tres de Febrero;1;No;Sin Plan
CF01189;-34,577604;-58,580993;AMBA;Argentina;Buenos Aires;Tres de Febrero;2;No;Sin Plan
CF01190;-34,49144;-58,61752;AMBA;Argentina;Buenos Aires;Tigre;2;No;Sin Plan
CF01191;-34,556493;-58,522546;AMBA;Argentina;Buenos Aires;General San Martín;2;No;Sin Plan
CF01192;-34,568872;-58,649811;AMBA;Argentina;Buenos Aires;Hurlingham;2;No;Sin Plan
CF01195;-34,740878;-58,567894;AMBA;Argentina;Buenos Aires;La Matanza;3;No;Sin Plan
CF01196;-34,860513;-58,389779;AMBA;Argentina;Buenos Aires;Longchamps;4;No;Restricciones para Implementar
CF01198;-34,758189;-58,482426;AMBA;Argentina;Buenos Aires;Esteban Echeverría;3;No;Sin Plan
CF01199;-34,79847;-58,463086;AMBA;Argentina;Buenos Aires;Esteban Echeverría;4;No;Restricciones para Implementar
CF01200;-34,596859;-58,477497;AMBA;Argentina;CABA;CABA;2;No;Sin Plan
CF01201;-34,914559;-57,920449;AMBA;Argentina;Buenos Aires;La Plata;1;Si;Expansiones 2024
CF01202;-34,526057;-58,483192;AMBA;Argentina;Buenos Aires;Vicente López;2;Si;5G - Fase 1 (432)
CF01203;-34,663501;-58,441726;AMBA;Argentina;CABA;CABA;3;Si;Expansiones 2024
CF01204;-34,541711;-58,553118;AMBA;Argentina;Buenos Aires;General San Martín;3;Carga;Sin Plan / Alta Carga
CF01205;-34,683739;-58,385108;AMBA;Argentina;Buenos Aires;Avellaneda;4;No;Restricciones para Implementar
CF01206;-34,507421;-58,800188;AMBA;Argentina;Buenos Aires;José C. Paz;4;No;Restricciones para Implementar
CF01207;-34,60068;-58,76045;AMBA;Argentina;Buenos Aires;Moreno;3;Carga;Sin Plan / Alta Carga
CF01208;-34,618954;-58,796699;AMBA;Argentina;Buenos Aires;Moreno;4;Carga;Sin Plan / Alta Carga
CF01209;-34,299681;-58,773466;AMBA;Argentina;Buenos Aires;Escobar;3;No;Sin Plan
CF01212;-34,700357;-58,737708;AMBA;Argentina;Buenos Aires;Merlo;4;Carga;Sin Plan / Alta Carga
CF01213;-34,698026;-58,750672;AMBA;Argentina;Buenos Aires;Merlo;3;No;Sin Plan
CF01215;-34,578943;-58,836797;AMBA;Argentina;Buenos Aires;Moreno;3;No;Sin Plan
CF01216;-34,560481;-58,470121;AMBA;Argentina;CABA;CABA;4;Si;5G - 45
CF01219;-34,645812;-58,490556;AMBA;Argentina;CABA;CABA;2;No;Sin Plan
CF01221;-34,611258;-58,499471;AMBA;Argentina;CABA;CABA;2;No;Sin Plan
CF01229;-34,557271;-58,458031;AMBA;Argentina;CABA;CABA;1;No;Sin Plan
CF01230;-34,559257;-58,46177;AMBA;Argentina;CABA;CABA;1;Carga;Sin Plan / Alta Carga
CF01235;-34,565301;-58,452914;AMBA;Argentina;CABA;CABA;1;Carga;Sin Plan / Alta Carga
CF01236;-34,597675;-58,418794;AMBA;Argentina;CABA;CABA;1;No;Restricciones para Implementar
CF01247;-34,609272;-58,394622;AMBA;Argentina;CABA;CABA;1;No;Restricciones para Implementar
CF01250;-34,611398;-58,421138;AMBA;Argentina;CABA;CABA;1;No;Restricciones para Implementar
CF01272;-34,649171;-58,618386;AMBA;Argentina;Buenos Aires;Morón;1;No;Restricciones para Implementar
CF01281;-34,604587;-58,394044;AMBA;Argentina;CABA;CABA;1;No;Restricciones para Implementar
CF01293;-34,621949;-58,529817;AMBA;Argentina;CABA;CABA;3;No;Sin Plan
CF01294;-34,669549;-58,509624;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Sin Plan
CF01295;-34,60853;-58,52542;AMBA;Argentina;CABA;CABA;4;No;Restricciones para Implementar
CF01297;-34,484323;-58,607054;AMBA;Argentina;Buenos Aires;Tigre;4;Si;Sectorizaciones 2024
CF01299;-34,439115;-58,798952;AMBA;Argentina;Buenos Aires;Pilar;2;No;Sin Plan
CF01300;-34,412303;-58,730332;AMBA;Argentina;Buenos Aires;Escobar;2;No;Sin Plan
CF01301;-34,6102;-58,363752;AMBA;Argentina;CABA;CABA;4;Si;5G - Fase 1 (432)
CF01302;-34,592217;-58,404838;AMBA;Argentina;CABA;CABA;3;Si;5G - Fase 1 (432)
CF01303;-34,791459;-58,222023;AMBA;Argentina;Buenos Aires;Berazategui;3;No;Sin Plan
CF01304;-34,786832;-58,183247;AMBA;Argentina;Buenos Aires;Berazategui;3;No;Sin Plan
CF01305;-34,806601;-58,206621;AMBA;Argentina;Buenos Aires;Berazategui;3;Si;Expansiones 2024
CF01309;-34,541172;-58,764681;AMBA;Argentina;Buenos Aires;José C. Paz;2;Carga;Sin Plan / Alta Carga
CF01311;-34,475947;-58,677033;AMBA;Argentina;Buenos Aires;Malvinas Argentinas;1;No;Sin Plan
CF01313;-34,88207;-58,679082;AMBA;Argentina;Buenos Aires;La Matanza;3;Carga;Sin Plan / Alta Carga
CF01314;-34,63544;-58,55486;AMBA;Argentina;Buenos Aires;Tres de Febrero;4;No;Restricciones para Implementar
CF01316;-34,817351;-58,379044;AMBA;Argentina;Buenos Aires;Burzaco;3;No;Sin Plan
CF01317;-34,513479;-58,783174;AMBA;Argentina;Buenos Aires;José C. Paz;4;Carga;Sin Plan / Alta Carga
CF01318;-34,813273;-58,470396;AMBA;Argentina;Buenos Aires;Esteban Echeverría;4;No;Restricciones para Implementar
CF01319;-34,817823;-58,487167;AMBA;Argentina;Buenos Aires;Esteban Echeverría;4;No;Restricciones para Implementar
CF01320;-34,845789;-58,524921;AMBA;Argentina;Buenos Aires;Ezeiza;3;No;Sin Plan
CF01322;-34,629553;-58,568683;AMBA;Argentina;Buenos Aires;Morón;2;No;Sin Plan
CF01323;-34,759615;-58,587714;AMBA;Argentina;Buenos Aires;La Matanza;3;Carga;Sin Plan / Alta Carga
CF01325;-34,677713;-58,632301;AMBA;Argentina;Buenos Aires;Morón;4;No;Restricciones para Implementar
CF01327;-34,734858;-58,462604;AMBA;Argentina;Buenos Aires;Lomas de Zamora;3;Carga;Sin Plan / Alta Carga
CF01328;-34,480946;-58,646256;AMBA;Argentina;Buenos Aires;Tigre;3;No;Sin Plan
CF01330;-34,640158;-58,703984;AMBA;Argentina;Buenos Aires;Ituzaingó;4;No;Restricciones para Implementar
CF01331;-34,765115;-58,640455;AMBA;Argentina;Buenos Aires;La Matanza;3;No;Sin Plan
CF01332;-34,707445;-58,491974;AMBA;Argentina;Buenos Aires;La Matanza;4;Carga;Sin Plan / Alta Carga
CF01333;-34,45187;-58,91662;AMBA;Argentina;Buenos Aires;Pilar;1;Carga;Sin Plan / Alta Carga
CF01334;-34,088004;-59,027425;AMBA;Argentina;Buenos Aires;Zárate;4;No;Restricciones para Implementar
CF01335;-34,490725;-58,589641;AMBA;Argentina;Buenos Aires;San Isidro;4;No;Restricciones para Implementar
CF01336;-34,624056;-58,571278;AMBA;Argentina;Buenos Aires;Tres de Febrero;2;No;Sin Plan
CF01337;-34,656154;-58,723054;AMBA;Argentina;Buenos Aires;Merlo;3;No;Sin Plan
CF01338;-34,746631;-58,624624;AMBA;Argentina;Buenos Aires;La Matanza;3;No;Sin Plan
CF01339;-34,670996;-58,552717;AMBA;Argentina;Buenos Aires;La Matanza;4;No;Restricciones para Implementar
CF01340;-34,742602;-58,579882;AMBA;Argentina;Buenos Aires;La Matanza;3;No;Sin Plan
CF01341;-34,688942;-58,596776;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Sin Plan
CF01342;-34,814917;-58,354386;AMBA;Argentina;Buenos Aires;Claypole;1;No;Sin Plan
CF01345;-34,831511;-58,224452;AMBA;Argentina;Buenos Aires;Florencio Varela;2;No;Sin Plan
CF01346;-34,687369;-58,327347;AMBA;Argentina;Buenos Aires;Avellaneda;4;No;Restricciones para Implementar
CF01347;-34,760552;-58,194953;AMBA;Argentina;Buenos Aires;Berazategui;3;No;Sin Plan
CF01348;-34,789477;-58,312383;AMBA;Argentina;Buenos Aires;Quilmes;3;No;Sin Plan
CF01349;-34,656766;-58,364841;AMBA;Argentina;Buenos Aires;Avellaneda;4;No;Sin Plan
CF01350;-34,6557;-58,35245;AMBA;Argentina;Buenos Aires;Avellaneda;3;No;Sin Plan
CF01351;-34,74439;-58,348929;AMBA;Argentina;Buenos Aires;Lomas de Zamora;2;No;Sin Plan
CF01352;-34,765751;-58,288362;AMBA;Argentina;Buenos Aires;Quilmes;1;No;Sin Plan
CF01353;-34,784304;-58,257844;AMBA;Argentina;Buenos Aires;Berazategui;4;Carga;Sin Plan / Alta Carga
CF01356;-34,93199;-57,90728;AMBA;Argentina;Buenos Aires;La Plata;3;No;Sin Plan
CF01357;-34,719341;-58,460387;AMBA;Argentina;Buenos Aires;Lomas de Zamora;3;Carga;Sin Plan / Alta Carga
CF01359;-34,564906;-58,439255;AMBA;Argentina;CABA;CABA;4;Si;5G - Fase 1 (432)
CF01360;-34,588679;-58,432597;AMBA;Argentina;CABA;CABA;3;Si;5G - 45
CF01361;-34,617027;-58,4425;AMBA;Argentina;CABA;CABA;3;No;Sin Plan
CF01362;-34,621778;-58,440722;AMBA;Argentina;CABA;CABA;2;Si;5G - Fase 1 (432)
CF01363;-34,544972;-58,47075;AMBA;Argentina;CABA;CABA;2;Si;5G - Fase 1 (432)
CF01364;-34,573889;-58,483278;AMBA;Argentina;CABA;CABA;3;Si;5G - Fase 1 (432)
CF01365;-34,610477;-58,470222;AMBA;Argentina;CABA;CABA;2;No;Sin Plan
CF01366;-34,629579;-58,497716;AMBA;Argentina;CABA;CABA;3;No;Sin Plan
CF01368;-34,448608;-58,57088;AMBA;Argentina;Buenos Aires;San Fernando;1;No;Sin Plan
CF01369;-34,61635;-58,36255;AMBA;Argentina;CABA;CABA;3;Si;5G - Fase 1 (432)
CF01370;-34,68027;-58,364458;AMBA;Argentina;Buenos Aires;Avellaneda;4;No;Restricciones para Implementar
CF01371;-34,682302;-58,402281;AMBA;Argentina;Buenos Aires;Lanús;1;No;Sin Plan
CF01372;-34,767985;-58,342781;AMBA;Argentina;Buenos Aires;Almirante Brown;3;No;Sin Plan
CF01373;-34,892508;-57,979302;AMBA;Argentina;Buenos Aires;La Plata;2;No;Sin Plan
CF01375;-34,66667;-58,40368;AMBA;Argentina;Buenos Aires;Lanús;4;No;Restricciones para Implementar
CF01376;-34,61871;-58,48688;AMBA;Argentina;CABA;CABA;2;No;Sin Plan
CF01377;-34,659649;-58,5057;AMBA;Argentina;CABA;CABA;4;No;Restricciones para Implementar
CF01378;-34,540019;-58,517467;AMBA;Argentina;Buenos Aires;Vicente López;1;Si;Expansiones 2024
CF01379;-34,532293;-58,46579;AMBA;Argentina;Buenos Aires;Vicente López;2;Si;5G - Fase 1 (432)
CF01380;-34,590056;-58,524833;AMBA;Argentina;Buenos Aires;General San Martín;2;No;Restricciones para Implementar
CF01382;-34,654059;-58,569992;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Sin Plan
CF01383;-34,68875;-58,55916;AMBA;Argentina;Buenos Aires;La Matanza;4;No;Restricciones para Implementar
CF01384;-34,430007;-58,704745;AMBA;Argentina;Buenos Aires;Tigre;3;No;Sin Plan
CF01385;-34,694407;-58,322133;AMBA;Argentina;Buenos Aires;Avellaneda;2;No;Sin Plan
CF01386;-34,734479;-58,578754;AMBA;Argentina;Buenos Aires;La Matanza;3;No;Sin Plan
CF01400;-34,554566;-58,529065;AMBA;Argentina;Buenos Aires;General San Martín;4;No;Restricciones para Implementar
CF01403;-34,655399;-58,841515;AMBA;Argentina;Buenos Aires;Moreno;3;Carga;Sin Plan / Alta Carga
CF01405;-34,780149;-58,471104;AMBA;Argentina;Buenos Aires;Esteban Echeverría;3;No;Sin Plan
CF01406;-34,3918;-58,67303;AMBA;Argentina;Buenos Aires;Tigre;1;Si;5G - Fase 1 (432)
CF01407;-34,539153;-58,711674;AMBA;Argentina;Buenos Aires;San Miguel;4;Carga;Sin Plan / Alta Carga
CF01408;-34,437771;-58,588717;AMBA;Argentina;Buenos Aires;Tigre;4;Carga;Sin Plan / Alta Carga
CF01410;-33,97521;-59,202831;AMBA;Argentina;Buenos Aires;Zárate;2;Si;Expansiones 2024
CF01411;-34,55425;-58,485306;AMBA;Argentina;CABA;CABA;2;Si;5G - Fase 1 (432)
CF01412;-34,885581;-57,879236;AMBA;Argentina;Buenos Aires;Berisso;3;No;Sin Plan
CF01421;-34,430513;-58,753776;AMBA;Argentina;Buenos Aires;Escobar;4;Carga;Sin Plan / Alta Carga
CF01422;-34,796307;-58,256008;AMBA;Argentina;Buenos Aires;Florencio Varela;2;No;Sin Plan
CF01423;-34,117003;-59,012414;AMBA;Argentina;Buenos Aires;Zárate;3;No;Sin Plan
CF01424;-34,201301;-58,924944;AMBA;Argentina;Buenos Aires;Campana;3;No;Sin Plan
CF01425;-34,958857;-57,946639;AMBA;Argentina;Buenos Aires;La Plata;3;No;Sin Plan
CF01428;-34,732389;-58,53275;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Sin Plan
CF01429;-34,573667;-58,445417;AMBA;Argentina;CABA;CABA;2;Si;5G - Fase 1 (432)
CF01431;-34,680828;-58,597793;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Sin Plan
CF01433;-34,480492;-58,537243;AMBA;Argentina;Buenos Aires;San Isidro;2;Si;5G - Fase 1 (432)
CF01435;-34,599706;-58,482815;AMBA;Argentina;CABA;CABA;4;No;Restricciones para Implementar
CF01436;-34,433781;-58,547798;AMBA;Argentina;Buenos Aires;San Fernando;1;Si;5G - Fase 1 (432)
CF01437;-34,604498;-58,38072;AMBA;Argentina;CABA;CABA;3;Si;5G - Fase 1 (432)
CF01439;-34,587111;-58,388346;AMBA;Argentina;CABA;CABA;2;Si;5G - Fase 1 (432)
CF01440;-34,836207;-58,187021;AMBA;Argentina;Buenos Aires;Berazategui;4;Carga;Sin Plan / Alta Carga
CF01441;-34,643745;-58,590416;AMBA;Argentina;Buenos Aires;Morón;3;Si;5G - Fase 1 (432)
CF01442;-34,423361;-58,596306;AMBA;Argentina;Buenos Aires;Tigre;2;Si;Expansiones 2024
CF01443;-34,601548;-58,569541;AMBA;Argentina;Buenos Aires;Tres de Febrero;2;No;Sin Plan
CF01444;-34,47648;-58,49832;AMBA;Argentina;Buenos Aires;San Isidro;1;Si;Expansiones 2024
CF01445;-34,606095;-58,514864;AMBA;Argentina;CABA;CABA;1;No;Sin Plan
CF01449;-34,730056;-58,649983;AMBA;Argentina;Buenos Aires;La Matanza;2;No;Restricciones para Implementar
CF01450;-34,510719;-58,582946;AMBA;Argentina;Buenos Aires;General San Martín;4;Carga;Sin Plan / Alta Carga
CF01451;-34,531658;-58,805179;AMBA;Argentina;Buenos Aires;Moreno;3;Carga;Sin Plan / Alta Carga
CF01452;-34,548126;-58,804113;AMBA;Argentina;Buenos Aires;Moreno;3;No;Sin Plan
CF01453;-34,429671;-58,858039;AMBA;Argentina;Buenos Aires;Pilar;3;No;Sin Plan
CF01454;-34,079302;-58,802591;AMBA;Argentina;Buenos Aires;Campana;2;No;Sin Plan
CF01456;-34,462683;-58,698368;AMBA;Argentina;Buenos Aires;Malvinas Argentinas;2;No;Sin Plan
CF01457;-34,469278;-58,55825;AMBA;Argentina;Buenos Aires;San Isidro;4;Si;5G - Fase 1 (432)
CF01458;-34,444895;-58,900345;AMBA;Argentina;Buenos Aires;Pilar;2;No;Sin Plan
CF01459;-34,562483;-58,763567;AMBA;Argentina;Buenos Aires;San Miguel;4;Carga;Sin Plan / Alta Carga
CF01460;-34,566171;-58,701665;AMBA;Argentina;Buenos Aires;San Miguel;1;No;Restricciones para Implementar
CF01461;-34,466603;-58,584598;AMBA;Argentina;Buenos Aires;San Fernando;2;Carga;Sin Plan / Alta Carga
CF01463;-34,426021;-58,722631;AMBA;Argentina;Buenos Aires;Escobar;3;Carga;Sin Plan / Alta Carga
CF01464;-34,440005;-58,617516;AMBA;Argentina;Buenos Aires;Tigre;2;Si;5G - Fase 1 (432)
CF01465;-34,503161;-58,543711;AMBA;Argentina;Buenos Aires;San Isidro;4;Si;5G - Fase 1 (432)
CF01466;-34,573328;-58,717769;AMBA;Argentina;Buenos Aires;San Miguel;2;No;Sin Plan
CF01467;-34,483974;-58,759549;AMBA;Argentina;Buenos Aires;Malvinas Argentinas;1;No;Sin Plan
CF01468;-34,57749;-58,764903;AMBA;Argentina;Buenos Aires;Moreno;4;Carga;Sin Plan / Alta Carga
CF01469;-34,457468;-58,687183;AMBA;Argentina;Buenos Aires;Tigre;3;Carga;Sin Plan / Alta Carga
CF01470;-34,400201;-58,605421;AMBA;Argentina;Buenos Aires;Tigre;2;Si;5G - Fase 1 (432)
CF01471;-34,480721;-58,552613;AMBA;Argentina;Buenos Aires;San Isidro;1;Si;5G - Fase 1 (432)
CF01472;-34,575433;-58,427699;AMBA;Argentina;CABA;CABA;4;Si;5G - Fase 1 (432)
CF01473;-34,58367;-58,42033;AMBA;Argentina;CABA;CABA;3;Si;5G - Fase 1 (432)
CF01474;-34,61855;-58,37964;AMBA;Argentina;CABA;CABA;4;No;Restricciones para Implementar
CF01478;-34,594288;-58,394726;AMBA;Argentina;CABA;CABA;4;Si;5G - Fase 1 (432)
CF01479;-34,616451;-58,401778;AMBA;Argentina;CABA;CABA;2;No;Sin Plan
CF01480;-34,590147;-58,395354;AMBA;Argentina;CABA;CABA;2;Si;5G - Fase 1 (432)
CF01481;-34,57837;-58,41182;AMBA;Argentina;CABA;CABA;1;Si;5G - Fase 1 (432)
CF01482;-34,59275;-58,40005;AMBA;Argentina;CABA;CABA;2;Si;5G - Fase 1 (432)
CF01483;-34,616097;-58,419244;AMBA;Argentina;CABA;CABA;4;Si;5G - Fase 1 (432)
CF01484;-34,58838;-58,40823;AMBA;Argentina;CABA;CABA;2;Si;5G - Fase 1 (432)
CF01485;-34,607805;-58,37457;AMBA;Argentina;CABA;CABA;2;Si;5G - Fase 1 (432)
CF01486;-34,610751;-58,396363;AMBA;Argentina;CABA;CABA;4;Si;5G - Fase 1 (432)
CF01487;-34,603593;-58,400579;AMBA;Argentina;CABA;CABA;2;Si;5G - Fase 1 (432)
CF01488;-34,587781;-58,400409;AMBA;Argentina;CABA;CABA;2;Si;5G - Fase 1 (432)
CF01489;-34,605505;-58,413702;AMBA;Argentina;CABA;CABA;4;Si;5G - Fase 1 (432)
CF01490;-34,567852;-58,410252;AMBA;Argentina;CABA;CABA;2;Si;5G - Fase 1 (432)
CF01491;-34,624235;-58,402329;AMBA;Argentina;CABA;CABA;1;No;Sin Plan
CF01493;-34,630337;-58,396874;AMBA;Argentina;CABA;CABA;4;No;Restricciones para Implementar
CF01494;-34,62152;-58,381818;AMBA;Argentina;CABA;CABA;3;No;Sin Plan
CF01495;-34,688971;-58,427239;AMBA;Argentina;Buenos Aires;Lanús;3;No;Sin Plan
CF01496;-34,696389;-58,478477;AMBA;Argentina;Buenos Aires;La Matanza;3;No;Sin Plan
CF01497;-34,675146;-58,487026;AMBA;Argentina;CABA;CABA;4;No;Restricciones para Implementar
CF01498;-34,678025;-58,511004;AMBA;Argentina;Buenos Aires;La Matanza;3;No;Sin Plan
CF01499;-34,6;-58,536389;AMBA;Argentina;Buenos Aires;Tres de Febrero;2;No;Sin Plan
CF01500;-34,580378;-58,567528;AMBA;Argentina;Buenos Aires;General San Martín;1;No;Sin Plan
CF01502;-34,593905;-58,49572;AMBA;Argentina;CABA;CABA;4;No;Restricciones para Implementar
CF01503;-34,705541;-58,440101;AMBA;Argentina;Buenos Aires;Lomas de Zamora;3;No;Sin Plan
CF01504;-34,679744;-58,469362;AMBA;Argentina;CABA;CABA;4;Carga;Sin Plan / Alta Carga
CF01505;-34,617909;-58,543785;AMBA;Argentina;Buenos Aires;Tres de Febrero;3;No;Sin Plan
CF01506;-34,548418;-58,538383;AMBA;Argentina;Buenos Aires;General San Martín;4;No;Restricciones para Implementar
CF01507;-34,5656;-58,4833;AMBA;Argentina;CABA;CABA;2;Si;5G - Fase 1 (432)
CF01510;-34,547618;-58,460699;AMBA;Argentina;CABA;CABA;2;Si;5G - Fase 1 (432)
CF01511;-34,548429;-58,464639;AMBA;Argentina;CABA;CABA;2;Si;5G - Fase 1 (432)
